"id","text","created_at","source","lang","retweeted_status_id","truncated","favorited","retweeted","possibly_sensitive","favorite_count","retweet_count","in_reply_to_status_id","in_reply_to_user_id","in_reply_to_screen_name","latitude","longitude","user_id","user_name","user_screen_name","user_description","user_lang","user_location","user_geo_enabled","user_followers_count","user_friends_count","user_favorites_count","user_statuses_count","user_listed_count","user_created_at","user_time_zone"
"481496759928360960","My sweet treasury 30352 https://t.co/tqBXCgGx2b","2014-06-24 03:59:08.0","<a href=\"http://2-you.info/\" rel=\"nofollow\">Rebajas de crochet de Navidad</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2167177758","Puri Maru","PuriMaru4","Rebajas de crochet de Navidad","es","","false","1","6","0","36443","0","2013-10-31 06:09:37.0",""
"481496759425056771","Summer Newsletter http://t.co/DbrgRg6PMg","2014-06-24 03:59:07.0","<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","724678117","Lorraine's, Inc.","Lorraines_Inc","Lorraine’s, Inc. located in Hanover, MA, is full of cake decorating, candy making and cookie baking supplies. We also Teach Classes! 781-826-2877","en","148 Broadway Hanover, MA 02339","false","7","1","0","198","0","2012-07-29 07:34:59.0","Atlantic Time (Canada)"
"481496759999688704","RT @BestOfMessages: This sums up my summer http://t.co/TO9sWfPCMf","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","en","480032058010767360","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","622430109","alexis","AlexissCollierr","whatever","en","","false","164","90","12","1627","0","2012-06-29 10:08:02.0",""
"481496760280711169","RT @msleamichele: Wouldn't be summer without a trip to #Mexico with @SwitchBH 🍹☀️🌴 http://t.co/nQGtNlfNXU","2014-06-24 03:59:08.0","<a href=\"https://twitter.com/download/android\" rel=\"nofollow\">Twitter for  Android</a>","en","481487387264966657","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","493416195","Riot!","sonounorso","#Gleek #Brittana #HeYa #Parawhore #Lovatic #Ziam #Liar /@Crazyfor_Karmin is my Naya in my Heather. #DidYouKnowThatDolphinsAreJustGaySharks? #C.","it","Italy","false","1352","1938","3252","7789","2","2012-02-15 03:40:02.0","Athens"
"481496760716505088","Would just like to quit everything for the rest of the summer, buy a plane ticket and backpack Europe with @MilaStow 👌✈️🚊","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2343830296","Jenna Marie Legred","jennamlegred","","en-gb","Everywhere.","true","243","431","1412","558","1","2014-02-14 05:22:27.0",""
"481496760775229440","RT @abdelseyBOMB: Day 2 and I'm already over summer school lmaaaaao #OhLawd","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","481496289306091520","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","377805984","HIEROGLYPH","AKAyaboyy","Im the exception.","en","","false","224","195","252","7439","0","2011-09-21 14:13:46.0","Pacific Time (US & Canada)"
"481496761068843008","RT @iplayhockey: RT @YouthFitnessGuy: Summer hockey training for 9 year olds really has nothing to do with hockey at all: http://t.co/zC7yc…","2014-06-24 03:59:08.0","<a href=\"http://www.twitter.com\" rel=\"nofollow\">Twitter for BlackBerry</a>","en","481491649718419456","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","459803638","Tim Leer","LeerTim","","en","","false","181","386","3","430","0","2012-01-09 10:24:58.0",""
"481496760914046976","RT @FemaleTexts: The best part about summer is not having to see the dumb people from my school. 😊","2014-06-24 03:59:08.0","<a href=\"https://twitter.com/download/android\" rel=\"nofollow\">Twitter for  Android</a>","en","480775024920764416","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","2283667759","Daisy Duck","Noursmohdaly","","","","false","0","0","0","0","0","",""
"0","","","","","0","false","false","false","false","0","0","0","0","","0.0","0.0","0","","","","","","false","0","0","0","0","0","",""
"0","Vcc,en-gb,Maadi","","","","0","false","false","false","false","0","0","0","0","","0.0","0.0","0","","","","","","false","0","0","0","0","0","",""
"481496761228595200","#venezia #venice #sunset #sun #summertime #summer #mood #instamood #lagoon #sea #water #landscape #panorama #tra... http://t.co/C5BlnblARY","2014-06-24 03:59:08.0","<a href=\"http://ifttt.com\" rel=\"nofollow\">IFTTT</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2419195909","scenesfromvenice","venicescenes","#venice","en","","false","283","36","0","37247","4","2014-03-30 01:54:48.0",""
"481496761567956992","It's wonderful to see the hard work and amazing commitment of the educators participating in the TAP Summer Institute (#taptsi14)!","2014-06-24 03:59:08.0","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","546403971","Gary Stark","GaryStarkNIET","President & CEO, National Institute for Excellence in Teaching","en","Santa Monica, CA","false","30","9","0","1","0","2012-04-05 08:09:11.0","Central Time (US & Canada)"
"481496761555771392","Summer Lovin' Blog Hop - Give and Receive #HopswithHeart @bitchesbewritin http://t.co/R8hspuJQN9 via @bitchesbewritin","2014-06-24 03:59:08.0","<a href=\"http://triberr.com\" rel=\"nofollow\">Triberr</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","34258680","SusanHeleneGottfried","WestofMars","Owner of West of Mars, the best freelance editorial team around. #RockFiction lover and author and creator of #Rocktober.","en","West of Mars","false","2024","1297","4","56596","214","2009-04-21 22:38:42.0","Eastern Time (US & Canada)"
"481496761702158337","when i met you in the summer....","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2367407591","lord siwecki","Filip_Siwecki","just want to play basketall in poland...i dont wanna be in usa","en","poland bound ","false","205","196","2385","1673","0","2014-02-26 02:31:12.0",""
"481496762092249090","RT @Lizzie_598: A summer romance would be nice, js.......","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>","en","481495983881064448","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","1374941341","Jocie","jociemunoz","Sometimes following your heart means loosing your mind","en","COLORADO","false","278","301","845","4029","1","2013-04-23 02:26:09.0","Central Time (US & Canada)"
"481496762038104064","RT @kimegannn: It's summer I don't wanna worry about reading a 300 page book","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","481479448982601728","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","2497618255","kels","kelsicrennan","brick memorial '17","en","","false","250","97","1266","292","0","2014-05-15 12:57:14.0",""
"481496762285559808","RT @BestOfMessages: This sums up my summer http://t.co/TO9sWfPCMf","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","480032058010767360","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","494265325","Like Mike","MikeeStokes","17. IG: MikeeStokes - ⚽️#MUFC","en","South London","false","577","560","730","11899","0","2012-02-16 02:16:14.0","London"
"481496762646282241","I see a lot of winter jeans turning into summer shorts.That's none of my business tho 🐸☕","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2270202646","°©hสท€ใ ฬit th€ ฿uท°","Classic_Cocoa","T♉urus•College Bound•Live, Laugh, Love Lesbians• IG: @classic_cocoa","en","","false","293","322","418","5107","0","2014-01-08 14:11:00.0",""
"481496763212120064","ariana has 16m followers, her birthday is in 2 days, 8 days until Break Free, and 61 days until her new album. damn i'm lovin this summer","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","433513868","tobi","DevotedButera","don't put that shit on the internet","en","Honeymoon Ave.","false","12600","580","7351","59729","374","2011-12-10 01:20:21.0","Central Time (US & Canada)"
"481496763551870976","@whatisbookabout Thanks for follow. Thought youd like. SUMMER 1st CHAPTER/FULL NOVEL Fest Special SAVE $10to$50 -  http://t.co/an2ct9676i","2014-06-24 03:59:08.0","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","en","-1","false","false","false","false","0","0","-1","2321410050","whatisbookabout","-1.0","-1.0","2576661460","Novel Writing Fest","NovelFest","Monthly Novel Writing Festival. Submit your 1st Chapter or Full Novel and get it performed by professional actors.","en","","false","9612","8020","1","3046","26","2014-06-01 15:08:59.0",""
"481496763610984448","I'll be glad when we sell Suarez in the summer #twat #knasher","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","301497194","James Harris","JamesHarris21","Enjoy life today because yesterday is gone and tomorrow is never promised","en","Swindon ","false","130","261","314","2159","1","2011-05-19 01:32:38.0","London"
"481496763790925826","About to get that summer body with my boiii 💪","2014-06-24 03:59:08.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2558100313","Javier Parada","Its_Javi18","","en","","false","53","67","75","158","0","2014-06-09 13:27:00.0",""
"481496764663332864","RT @ThatKiddJessica: I need to hang out with so many people I haven't hung out with yet this summer","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","481496341290680320","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","379290613","Daiton Smith","That_Smith_Boy","Stay rad. | chhs | instagram ; daitonsmith_","en","slc ","true","1031","583","21968","34266","0","2011-09-24 04:00:46.0",""
"481496764202385409","Les ptits apéros comme ça partant de rien! Summer 💛😎🔊🚬🍷🍛 http://t.co/hUULt5Mdlf","2014-06-24 03:59:09.0","<a href=\"http://www.apple.com\" rel=\"nofollow\">iOS</a>","fr","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2271206236","Xuagram","MargauxRahon","","fr","","false","19","83","23","225","0","2014-01-09 01:21:44.0",""
"481496765460643841","@1skatetowne we open for 11:00am  to 3pm craig all summer long","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","481494582094344192","447341968","1skatetowne","-1.0","-1.0","100689592","Ash Nicole","_iLOveMYKiTTY_","","en","at my man house","false","244","189","12","2541","0","2009-12-30 13:22:12.0","Alaska"
"481496766148128768","Maybe if I go into a comma for the remainder of the summer I'll stop being so tired ALL THE FREAKING TIME","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","34350775","Natalie Hiatt","Natalie_Hiatt","Annoying teenage girl","en","","true","290","286","1151","1695","0","2009-04-22 04:22:06.0","Central Time (US & Canada)"
"481496766160719872","RT @EDMdaiIy: Calvin Harris - Summer (Diplo & Grandtheft Remix)  https://t.co/uv0q00VqLk","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","480929877139685377","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","1250318120","ayyyy ","thugginashh","You have to want to succeed as bad as you need to breathe.","en","rva | 18","true","843","754","2585","15763","1","2013-03-07 08:03:22.0",""
"481496766530195456","My sweet treasury 18080 https://t.co/9XckJjwcJS","2014-06-24 03:59:09.0","<a href=\"http://newyear.2-you.info/\" rel=\"nofollow\">Christmas gifts for you here</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2167198970","Puri La Greru","PuriLaGreru","Christmas gifts for you here","es","","false","1","6","0","36434","0","2013-10-31 06:27:48.0",""
"481496766886330369","First beach outting of the summer....its so freaking hot. #miamibeach #sobe #beach #sun #tanning… http://t.co/FKNbF08P47","2014-06-24 03:59:09.0","<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","158062323","Contenti Cupcakes","contenticupcake","Contenti Cupcakes now rolling around town in our vintage retro Shasta trailer, bringing our sweet creations to you. Follow us to see where we'll be next.","en","Miami,FL","true","323","338","7","953","8","2010-06-21 03:37:36.0","Eastern Time (US & Canada)"
"481496767565815809","RT @caterpiIlar: SUMMER KINDA STRESSES ME OUT BECAUSE I FEEL LIKE I HAVE TO BE DOING SOMETHING FUN AT ALL HOURS OR ELSE IM WASTING SUMMER","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","480821603618791424","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","1726504952","Jannell Andrews","JannellAndrews","","en","","false","90","182","212","117","0","2013-09-03 05:58:07.0",""
"481496767926505472","The sun not play at all still rather it be hot than rain all summer though","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","268081859","King Charles","_HeavyyD","AWAY WITH THEM BITCHES!! AWAY!!!","en","","false","743","620","671","19075","0","2011-03-17 13:23:03.0","Quito"
"481496767834640384","got goals that im goin to reach before the summer is ova","2014-06-24 03:59:09.0","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2543628038","Antonia Timmons","2t0nes","","en","","false","46","69","8","238","0","2014-06-03 00:19:19.0",""
"481496768106860546","Last summer I only worked weekends and I did random shit literally everyday. Now everyone works and has their own shit goin on w bf/gfs 😓","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","267896616","Salena Gavin","salenagavin","","en","UW-LAX, mke","true","612","194","15632","42722","0","2011-03-17 05:17:00.0","Mountain Time (US & Canada)"
"481496767918534657","Im Back!! After a Long Hiatus, i back for the summer time and looking forward to learn who were facing for the home opener! #questforcup","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","475888656","Pete ","PeteThePetesFan","Petes Fan For Life! Opinions are my own.","en","Peterborough, Ontario","false","260","214","686","2352","7","2012-01-26 23:04:50.0","Central Time (US & Canada)"
"481496768182358016","RT @ee_valles: Good Tips to Get Your Tech Ready for Summer | AT&T http://t.co/aISi8DegVP","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","481473980029603840","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","160114189","Timi Cantisano","TimiCantisano","| socially awkward | writer | weekend hiker |","en","","false","286","84","455","29062","8","2010-06-26 16:29:04.0","Pacific Time (US & Canada)"
"481496767897554944","HAA LOL😄😅“@Stoner_Xpress: Summer plans http://t.co/Ki4JcziMsX”","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","481474511381209088","776878206","Stoner_Xpress","-1.0","-1.0","574216488","Papi Kris♈️","She_Toothirsty","In Love With MB❤️","en","","false","535","423","13817","33081","0","2012-05-07 12:22:24.0",""
"481496768233082880","Omg i know im not doing anything this summer yo 😆","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2281256411","Falafel™","queen_tima_","¥yen¥","en","","false","54","133","657","569","0","2014-01-13 19:43:22.0",""
"481496768115666946","\"Down on the west coast I get this feeling\" #lanadelray #summer #lake #beach http://t.co/3dsm0u1VAg","2014-06-24 03:59:09.0","<a href=\"http://instagram.com\" rel=\"nofollow\">Instagram</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","458847798","Danielle AKA Dani","MissDaniLevine","Once a model, but not always a modeled citizen.","en","","false","208","171","1783","3592","0","2012-01-08 08:52:33.0","Central Time (US & Canada)"
"481496768631152640","RT @miilkkk: people trying to get their hot summer bodies and I'm just here like http://t.co/uRPsfBrGzD","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","481489672833495041","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","423103075","Katie Webb","kaaatiewebb","Longwood University. Delta Zeta.","en","","true","485","250","679","4371","0","2011-11-27 10:51:30.0","Central Time (US & Canada)"
"481496768941948928","What's up with all these people in the student center?? It's summer! I was looking forward to a peaceful lunch.","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","876145926","Timmy Ward","tward_fishing","You're not working to be the best in the world, you're working to be the best in the world on your worst day!","en","Auburn, AL","false","197","301","294","1119","1","2012-10-12 04:22:37.0","Eastern Time (US & Canada)"
"481496769490989056","“@EDMdaiIy: Calvin Harris - Summer (Diplo & Grandtheft Remix)  https://t.co/sUJWdYY0HJ”","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","480929877139685377","2571119616","EDMdaiIy","-1.0","-1.0","302928296","Jerdann /.^","JordyAnnMarie17","I always remember to pick myself up","en","","false","201","212","1450","4591","0","2011-05-21 10:49:11.0","Central Time (US & Canada)"
"481496766609883137","More pictures of the construction in Yingel Camp to finish the Mikvah for this summer. http://t.co/CThMtLfLnd","2014-06-24 03:59:09.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","604232452","TheSatmar","TheSatmar","Reporting all Satmar News & Updates from all Satmar Kehila's World Wide.","en","152 Rodney St.","false","544","0","0","376","2","2012-06-09 15:40:19.0","Atlantic Time (Canada)"
"481496769788784641","RT @glouddmcloud: slow down summer 😓","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","481466707957907456","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","609236747","Carson Buell","CarsonBuell","Im here to help- Scott Hoy","en","","false","214","188","317","197","0","2012-06-15 02:25:24.0",""
"481496769868857345","Get in front of the camera this summer!  Kids remember the time with you and you're perfect just the way you are!... http://t.co/SnI4UPFsmd","2014-06-24 03:59:10.0","<a href=\"http://www.facebook.com/twitter\" rel=\"nofollow\">Facebook</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","1045323937","MacKidFarmingdale","MacKidFarmingdl","Keeps kids entertained with a free local event newsletter- Part tech geek, writer, teacher, avid Lego builder, and Mama to 3 cuties","en","Fdale Mass/Pk Amityvill Copiag","false","456","1201","88","1752","5","2012-12-29 00:23:14.0","Eastern Time (US & Canada)"
"481496769994698752","RT @adamovich_igor: Vamo votaaaa pra cima majoooor kkkkkhttp://www.z100.com/pages/contest/artist-of-summer/desktop.php#/d","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","pt","480565879772811264","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","1262629278","alasca ","povjustin","justin fucked or saved my life?","pt","","true","1934","525","1169","38815","4","2013-03-12 04:57:34.0","Brasilia"
"481496769944371200","RT @itsteixeira6: SUMMER IS SUMMER CRL . FUCK PROBLEMS","2014-06-24 03:59:10.0","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","en","481495825286463489","false","false","true","false","0","0","-1","-1","","-1.0","-1.0","2277074248","A Revoltada","piquinitaa","","","","false","0","0","0","0","0","",""
"0","","","","","0","false","false","false","false","0","0","0","0","","0.0","0.0","0","","","","","","false","0","0","0","0","0","",""
"481496770422120449","Beautiful ETSY Treasury  http://t.co/uVnWO7x9tm","2014-06-24 03:59:10.0","<a href=\"http://twitter.com\" rel=\"nofollow\">Twitter Web Client</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","1864323072","MeriGrivas","MeriGrivas","To live is the rarest thing in the world. Most people exist, that&#39;s all.","en","Europe","false","36","62","0","5760","0","2013-09-14 02:43:28.0",""
"481496770057625600","went through this shit last summer, not another one I refuse","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","1231988396","Naii✨","Oneandonly_Nai","Hey Hoe","en","","false","588","470","652","15111","0","2013-03-01 07:27:54.0",""
"481496770778632193","Summer is so boring for me","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","2197009512","Elizabeth ","_ISmileRealBig_","soccer ⚽ & track | being a belieber is a lifestyle ✌","en","","false","104","178","45","839","0","2013-11-15 11:11:40.0","Pacific Time (US & Canada)"
"481496771063861249","“@kenzie_Angus: Found my summer song!!! http://t.co/I1KCPqY4aF @Jenniferrr18” I CANNOT BELIEVE YOU FOUND IT","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>","en","-1","false","false","false","false","0","0","481495995784519681","40755247","kenzie_Angus","-1.0","-1.0","536569020","Jenny Kennedy","Jenniferrr18","Jenny is the name, bad jokes are the game. I like hockey. Im 16. Instagram: jennyk18","en","Ottawa","true","302","184","1159","6534","1","2012-03-25 03:20:58.0","Atlantic Time (Canada)"
"481496771064246274","Gonna be a summer of abuse for #suarez again! Crazy antics regardless let's see how FIFA deal with it. #WorldCup","2014-06-24 03:59:10.0","<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>","en","-1","false","false","false","false","0","0","-1","-1","","-1.0","-1.0","124852872","Bonsey ","1BonZ","","","","false","0","0","0","0","0","",""
"0"," Live it","","","","0","false","false","false","false","0","0","0","0","","0.0","0.0","0","","","","","","false","0","0","0","0","0","",""
